edad,genero,nivel_educativo,ingresos_mensuales,ocupacion,interes_tema,uso_tecnologia,horas_disponibles,promociones_recibidas,matricula
51,M,Secundaria,1923.0,Empleado,4,3,14,1,1
64,M,Secundaria,1121.0,Empleado,5,1,2,0,0
25,M,Universitario,546.0,Empleado,4,2,18,1,0
57,M,Secundaria,1604.0,Empleado,5,2,14,1,0
61,F,Técnico,200.0,Empleado,5,4,15,0,0
36,M,Primaria,1636.0,Empleado,4,5,16,1,0
59,M,Primaria,1528.0,Independiente,2,1,0,1,0
58,F,Universitario,2356.0,Estudiante,5,4,10,1,1
54,F,Universitario,585.0,Estudiante,1,2,5,0,0
23,M,Secundaria,1241.0,Empleado,4,4,8,1,1
43,F,Secundaria,1850.0,Independiente,2,4,19,1,0
51,M,Universitario,1664.0,Estudiante,4,1,15,1,0
62,F,Secundaria,426.0,Desempleado,3,1,5,0,0
23,F,Técnico,982.0,Desempleado,1,1,11,1,0
54,M,Postgrado,2620.0,Desempleado,3,5,18,1,0
50,F,Secundaria,1707.0,Empleado,5,4,12,0,0
39,M,Postgrado,200.0,Independiente,5,4,12,0,0
38,F,Secundaria,2207.0,Empleado,3,5,3,1,0
23,M,Técnico,221.0,Empleado,3,2,8,0,0
23,F,Técnico,1254.0,Empleado,5,3,13,1,1
65,F,Postgrado,1951.0,Desempleado,2,2,13,0,0
21,F,Secundaria,2471.0,Empleado,1,5,16,0,0
47,M,Técnico,200.0,Desempleado,4,4,4,1,0
28,F,Postgrado,2069.0,Empleado,3,4,18,0,0
47,F,Técnico,2189.0,Estudiante,1,1,1,1,0
48,F,Técnico,1054.0,Estudiante,4,1,12,1,0
41,F,Secundaria,1573.0,Estudiante,4,4,10,1,1
26,F,Universitario,200.0,Independiente,3,4,1,1,0
20,M,Primaria,200.0,Independiente,2,1,0,1,0
48,M,Primaria,2387.0,Independiente,2,1,20,0,0
57,F,Técnico,1069.0,Independiente,1,2,2,1,0
54,M,Secundaria,1223.0,Independiente,1,4,11,0,0
53,Otro,Postgrado,1688.0,Empleado,5,4,6,1,1
41,F,Postgrado,1207.0,Empleado,2,5,0,1,0
48,F,Universitario,1133.0,Independiente,1,2,8,1,0
23,M,Universitario,1816.0,Empleado,5,3,17,0,0
19,F,Universitario,304.0,Empleado,4,3,19,0,0
37,F,Secundaria,2428.0,Empleado,1,3,5,1,0
45,F,Universitario,1316.0,Empleado,5,1,8,0,0
28,F,Secundaria,695.0,Estudiante,2,3,7,1,0
21,M,Secundaria,588.0,Empleado,4,5,17,1,1
32,F,Universitario,1534.0,Empleado,1,1,14,0,0
23,F,Técnico,1255.0,Empleado,2,1,0,0,0
47,M,Universitario,261.0,Estudiante,4,3,13,1,1
55,M,Secundaria,1019.0,Empleado,3,1,17,1,0
19,F,Universitario,853.0,Independiente,2,2,18,0,0
32,F,Primaria,2509.0,Estudiante,3,2,18,0,0
28,Otro,Universitario,1604.0,Empleado,1,3,9,0,0
25,F,Universitario,2755.0,Empleado,5,5,19,0,0
43,M,Técnico,932.0,Empleado,1,1,20,1,0
62,M,Secundaria,1267.0,Independiente,2,4,5,1,0
61,M,Primaria,1809.0,Independiente,3,3,16,1,0
22,M,Secundaria,1983.0,Empleado,3,1,13,1,0
23,M,Universitario,2077.0,Empleado,4,3,12,0,0
43,M,Postgrado,790.0,Empleado,1,3,7,1,0
21,M,Secundaria,812.0,Independiente,1,5,9,1,0
36,F,Universitario,1216.0,Desempleado,2,4,8,1,0
37,M,Universitario,2685.0,Desempleado,3,1,4,1,0
50,F,Técnico,699.0,Empleado,2,3,3,1,0
37,F,Universitario,1078.0,Independiente,2,3,5,1,0
29,M,Universitario,2084.0,Independiente,3,1,5,0,0
64,M,Secundaria,2041.0,Empleado,2,3,12,1,0
18,M,Secundaria,1944.0,Independiente,3,3,3,1,0
43,M,Primaria,1565.0,Empleado,2,3,7,1,0
31,F,Postgrado,648.0,Estudiante,5,2,4,1,0
55,M,Postgrado,947.0,Empleado,2,2,1,1,0
54,M,Universitario,2401.0,Independiente,2,4,8,1,0
28,M,Primaria,2119.0,Empleado,5,5,10,1,0
53,Otro,Técnico,432.0,Empleado,1,1,19,1,0
30,F,Secundaria,2196.0,Independiente,3,5,19,1,0
60,F,Primaria,2547.0,Empleado,4,5,10,1,0
20,M,Universitario,1543.0,Empleado,5,2,6,0,0
50,F,Postgrado,1841.0,Empleado,1,4,13,1,0
23,F,Postgrado,2309.0,Empleado,2,5,5,1,0
27,F,Universitario,943.0,Empleado,1,5,3,1,0
22,Otro,Primaria,3364.0,Empleado,5,3,5,0,0
40,M,Secundaria,2478.0,Independiente,2,1,2,1,0
27,F,Secundaria,1919.0,Independiente,1,4,5,0,0
61,F,Universitario,1472.0,Empleado,4,1,2,1,0
19,M,Universitario,1896.0,Empleado,3,2,0,0,0
30,M,Técnico,252.0,Estudiante,3,5,20,1,0
57,Otro,Técnico,3166.0,Empleado,5,5,17,0,0
19,M,Primaria,2403.0,Empleado,2,1,3,0,0
37,F,Secundaria,2671.0,Independiente,2,2,5,1,0
18,Otro,Técnico,1525.0,Independiente,3,3,16,0,0
54,F,Secundaria,1212.0,Empleado,1,3,17,1,0
26,M,Técnico,961.0,Empleado,2,5,5,1,0
34,F,Universitario,2151.0,Empleado,4,5,1,1,0
26,M,Técnico,1090.0,Estudiante,4,4,11,0,0
28,F,Primaria,1350.0,Empleado,2,1,11,1,0
32,M,Secundaria,1937.0,Estudiante,2,5,3,0,0
41,F,Técnico,973.0,Empleado,3,2,15,1,0
55,F,Técnico,2335.0,Empleado,5,1,19,1,0
52,F,Técnico,1486.0,Empleado,3,4,9,0,0
47,F,Técnico,294.0,Independiente,5,3,9,1,1
48,F,Técnico,964.0,Empleado,4,4,6,0,0
22,F,Universitario,2547.0,Empleado,5,1,13,1,0
61,M,Secundaria,750.0,Estudiante,3,3,6,1,0
31,F,Universitario,2215.0,Estudiante,2,2,11,1,0
28,M,Secundaria,1597.0,Empleado,5,3,10,1,1
26,F,Primaria,1363.0,Empleado,3,3,16,1,0
51,M,Técnico,3510.0,Independiente,4,2,10,1,0
29,M,Técnico,473.0,Independiente,5,5,20,1,1
52,F,Postgrado,908.0,Empleado,4,5,2,1,0
52,M,Universitario,1481.0,Estudiante,4,3,18,1,1
18,M,Postgrado,3433.0,Desempleado,1,3,3,1,0
57,F,Postgrado,1483.0,Independiente,5,4,7,0,0
39,F,Universitario,1719.0,Empleado,3,5,13,0,0
46,F,Técnico,1231.0,Empleado,5,2,19,0,0
25,M,Técnico,1787.0,Empleado,5,3,13,1,1
28,F,Postgrado,1281.0,Independiente,4,3,15,0,0
58,M,Universitario,2056.0,Estudiante,4,4,14,1,1
54,F,Secundaria,2119.0,Empleado,4,4,11,1,1
31,F,Universitario,1313.0,Empleado,4,4,15,1,1
47,F,Secundaria,600.0,Empleado,3,1,19,1,0
52,M,Técnico,1575.0,Estudiante,2,2,18,0,0
38,M,Secundaria,2622.0,Estudiante,1,1,4,1,0
54,M,Universitario,839.0,Independiente,4,3,11,1,1
22,M,Universitario,1767.0,Empleado,4,4,4,1,0
36,M,Secundaria,535.0,Estudiante,1,4,9,1,0
31,F,Primaria,668.0,Empleado,4,4,16,0,0
43,M,Secundaria,2540.0,Empleado,2,5,14,1,0
21,F,Universitario,2053.0,Empleado,5,2,7,0,0
42,M,Secundaria,1779.0,Empleado,1,1,7,1,0
62,F,Secundaria,200.0,Estudiante,3,2,7,0,0
59,F,Secundaria,1058.0,Independiente,1,4,9,1,0
42,M,Técnico,1985.0,Empleado,2,3,19,0,0
35,M,Secundaria,341.0,Empleado,3,5,12,1,0
57,F,Universitario,1217.0,Empleado,5,2,15,0,0
25,M,Primaria,2113.0,Empleado,4,3,8,1,0
56,F,Universitario,291.0,Empleado,1,4,15,1,0
57,F,Secundaria,200.0,Empleado,3,4,9,0,0
31,F,Técnico,305.0,Independiente,1,4,2,0,0
49,M,Secundaria,1768.0,Estudiante,5,4,13,1,1
55,F,Universitario,1054.0,Estudiante,1,5,12,0,0
50,F,Postgrado,2202.0,Estudiante,3,5,3,1,0
40,F,Postgrado,1597.0,Independiente,2,2,3,1,0
32,M,Técnico,3004.0,Empleado,3,4,5,0,0
50,F,Técnico,510.0,Estudiante,1,5,18,0,0
42,F,Universitario,1765.0,Empleado,5,3,10,1,1
34,F,Universitario,864.0,Independiente,4,5,7,0,0
50,M,Secundaria,1980.0,Empleado,4,5,13,0,0
64,F,Universitario,1596.0,Estudiante,5,2,7,0,0
19,M,Técnico,706.0,Empleado,1,5,13,0,0
31,F,Secundaria,1374.0,Desempleado,5,3,6,0,0
57,F,Secundaria,1558.0,Empleado,1,4,20,1,0
57,F,Secundaria,1021.0,Empleado,3,1,17,1,0
56,F,Técnico,2082.0,Estudiante,2,2,11,1,0
23,M,Secundaria,675.0,Empleado,1,3,13,0,0
23,Otro,Secundaria,3173.0,Empleado,4,2,14,0,0
20,M,Secundaria,2263.0,Estudiante,4,4,17,1,1
24,F,Técnico,1779.0,Independiente,2,5,11,1,0
25,F,Universitario,3776.0,Empleado,1,5,9,0,0
59,F,Secundaria,1253.0,Empleado,2,3,11,1,0
32,M,Primaria,1989.0,Empleado,3,4,7,1,0
64,F,Secundaria,1678.0,Estudiante,2,1,5,1,0
46,F,Postgrado,2138.0,Independiente,3,1,18,0,0
50,M,Técnico,2697.0,Estudiante,4,5,0,1,0
47,F,Técnico,1939.0,Desempleado,3,4,12,1,0
56,M,Primaria,2333.0,Empleado,1,4,15,1,0
44,M,Universitario,1060.0,Desempleado,1,3,17,1,0
53,M,Técnico,1335.0,Independiente,1,1,11,0,0
46,M,Secundaria,2811.0,Empleado,1,3,4,1,0
55,F,Secundaria,1977.0,Desempleado,5,2,20,1,0
50,M,Técnico,1699.0,Empleado,3,4,12,1,0
54,M,Universitario,897.0,Empleado,1,1,7,1,0
44,M,Universitario,2273.0,Independiente,2,3,5,1,0
50,F,Universitario,875.0,Empleado,2,5,2,0,0
21,F,Universitario,639.0,Empleado,5,2,19,0,0
39,M,Secundaria,1592.0,Empleado,3,3,3,1,0
19,M,Técnico,200.0,Estudiante,3,5,11,0,0
27,F,Universitario,1989.0,Empleado,3,1,12,0,0
22,M,Secundaria,1802.0,Empleado,5,1,1,1,0
27,F,Universitario,1218.0,Empleado,3,2,18,1,0
50,M,Secundaria,1290.0,Empleado,3,5,3,0,0
55,F,Secundaria,1405.0,Estudiante,1,4,12,1,0
30,M,Universitario,869.0,Empleado,3,1,18,0,0
48,F,Universitario,1648.0,Estudiante,1,4,7,0,0
64,M,Universitario,1300.0,Empleado,1,4,7,0,0
53,Otro,Secundaria,1590.0,Estudiante,3,3,15,0,0
62,M,Universitario,1375.0,Independiente,2,3,10,1,0
41,F,Técnico,1218.0,Empleado,4,1,17,1,0
32,M,Técnico,1723.0,Independiente,2,4,3,1,0
46,M,Postgrado,2125.0,Empleado,3,3,0,0,0
25,F,Universitario,1080.0,Empleado,3,5,0,1,0
22,M,Secundaria,1816.0,Empleado,2,5,13,0,0
46,F,Universitario,1916.0,Empleado,3,5,3,0,0
64,F,Primaria,473.0,Independiente,1,5,10,1,0
21,F,Primaria,2281.0,Empleado,5,4,17,1,0
29,M,Técnico,3145.0,Estudiante,3,5,15,0,0
62,F,Postgrado,1430.0,Empleado,3,4,16,0,0
19,M,Secundaria,1363.0,Empleado,2,1,1,1,0
44,F,Universitario,1330.0,Estudiante,1,1,3,1,0
48,F,Secundaria,1996.0,Independiente,2,5,2,1,0
53,F,Universitario,1909.0,Independiente,2,5,14,1,0
53,F,Técnico,227.0,Independiente,3,5,1,1,0
43,F,Universitario,807.0,Estudiante,1,1,18,0,0
60,M,Secundaria,1906.0,Empleado,3,3,8,1,0
44,F,Universitario,1384.0,Independiente,3,1,9,0,0
22,M,Postgrado,567.0,Empleado,3,5,20,0,0
37,F,Universitario,2700.0,Desempleado,3,3,18,1,0
28,F,Técnico,860.0,Empleado,5,3,4,1,0
27,F,Postgrado,1529.0,Empleado,4,2,13,0,0
57,M,Primaria,1363.0,Empleado,1,4,9,1,0
55,F,Universitario,637.0,Estudiante,5,5,15,1,1
23,M,Universitario,1648.0,Independiente,4,4,5,0,0
25,M,Primaria,1814.0,Empleado,4,2,7,0,0
40,M,Técnico,1126.0,Desempleado,4,4,1,0,0
64,M,Secundaria,1231.0,Empleado,5,5,17,0,0
43,M,Técnico,1980.0,Empleado,1,2,20,1,0
63,F,Universitario,200.0,Independiente,2,4,20,1,0
60,M,Secundaria,824.0,Desempleado,4,1,20,1,0
29,M,Técnico,1671.0,Empleado,2,3,19,0,0
43,F,Secundaria,1079.0,Estudiante,2,2,7,0,0
30,M,Técnico,1067.0,Independiente,3,1,4,0,0
57,F,Secundaria,2221.0,Independiente,2,5,16,0,0
35,F,Universitario,993.0,Independiente,3,3,15,0,0
42,F,Primaria,3083.0,Empleado,1,2,4,1,0
50,F,Universitario,200.0,Empleado,1,3,16,0,0
64,F,Técnico,200.0,Estudiante,3,2,3,1,0
57,F,Secundaria,2203.0,Independiente,1,2,0,1,0
60,M,Universitario,713.0,Empleado,4,4,5,1,1
29,F,Técnico,726.0,Empleado,1,3,0,0,0
61,M,Técnico,2288.0,Independiente,3,3,3,1,0
53,F,Secundaria,1102.0,Desempleado,4,1,1,1,0
65,M,Técnico,2228.0,Empleado,2,5,12,0,0
21,F,Secundaria,1012.0,Empleado,2,1,13,1,0
22,M,Primaria,1790.0,Empleado,2,4,16,1,0
54,F,Técnico,1091.0,Empleado,3,2,10,1,0
25,M,Primaria,764.0,Empleado,2,4,2,0,0
59,F,Secundaria,2884.0,Independiente,1,4,6,1,0
45,F,Primaria,2393.0,Empleado,2,1,9,1,0
48,M,Secundaria,919.0,Empleado,5,2,10,1,0
26,F,Secundaria,1357.0,Empleado,5,5,9,1,1
46,F,Postgrado,2681.0,Estudiante,2,4,7,1,0
31,F,Primaria,709.0,Desempleado,2,5,4,0,0
57,M,Universitario,753.0,Empleado,5,2,1,1,0
58,M,Secundaria,1876.0,Independiente,2,2,14,1,0
39,M,Postgrado,3316.0,Empleado,4,1,15,0,0
28,M,Primaria,1543.0,Empleado,5,3,3,0,0
40,F,Postgrado,2340.0,Empleado,3,1,15,1,0
18,M,Universitario,686.0,Estudiante,5,5,11,1,1
63,F,Primaria,1789.0,Estudiante,1,1,13,0,0
54,M,Universitario,1212.0,Estudiante,4,2,11,0,0
38,F,Técnico,2993.0,Empleado,3,4,20,1,0
43,F,Secundaria,2779.0,Estudiante,2,3,15,1,0
63,F,Universitario,3324.0,Empleado,1,2,15,0,0
53,M,Postgrado,944.0,Independiente,1,4,11,1,0
40,M,Técnico,1528.0,Independiente,4,5,1,0,0
18,M,Secundaria,1800.0,Empleado,3,5,13,0,0
57,M,Universitario,975.0,Independiente,1,5,10,1,0
32,M,Universitario,1605.0,Desempleado,3,1,8,0,0
38,M,Universitario,2227.0,Empleado,3,5,6,1,0
64,M,Universitario,1060.0,Estudiante,1,5,11,0,0
26,F,Secundaria,937.0,Empleado,3,1,16,1,0
26,M,Postgrado,884.0,Desempleado,4,4,8,0,0
27,F,Secundaria,425.0,Empleado,1,2,5,0,0
43,M,Secundaria,2183.0,Estudiante,4,3,11,1,1
58,F,Técnico,935.0,Desempleado,4,5,19,1,1
52,F,Técnico,851.0,Empleado,3,5,9,1,0
42,F,Primaria,1923.0,Estudiante,3,5,8,1,0
43,F,Universitario,1492.0,Empleado,1,1,11,1,0
28,M,Técnico,1080.0,Empleado,2,1,0,1,0
55,F,Técnico,2149.0,Independiente,1,1,1,1,0
19,M,Universitario,1048.0,Empleado,4,3,18,1,1
24,M,Técnico,200.0,Estudiante,3,2,0,1,0
35,F,Primaria,2567.0,Empleado,4,5,15,1,0
44,F,Secundaria,837.0,Estudiante,5,4,15,0,0
51,M,Postgrado,925.0,Estudiante,5,5,17,1,1
44,F,Primaria,928.0,Empleado,4,5,17,0,0
34,F,Técnico,1548.0,Desempleado,2,5,12,0,0
60,M,Técnico,1281.0,Estudiante,2,5,11,1,0
61,M,Técnico,2290.0,Empleado,1,2,8,1,0
41,M,Primaria,2816.0,Empleado,1,4,4,1,0
42,M,Técnico,957.0,Independiente,1,1,8,1,0
24,M,Técnico,750.0,Independiente,3,4,12,0,0
23,M,Postgrado,1082.0,Estudiante,2,5,15,1,0
41,M,Secundaria,1851.0,Empleado,4,4,9,1,1
50,F,Técnico,1407.0,Empleado,5,5,15,0,0
46,F,Técnico,1100.0,Estudiante,2,4,13,0,0
60,Otro,Técnico,462.0,Estudiante,2,3,1,1,0
39,M,Universitario,200.0,Independiente,2,4,18,1,0
43,F,Secundaria,696.0,Estudiante,1,1,10,1,0
45,F,Secundaria,2512.0,Independiente,3,1,18,1,0
38,F,Universitario,1849.0,Empleado,4,4,10,1,1
24,M,Técnico,1347.0,Estudiante,1,4,13,0,0
34,F,Técnico,2084.0,Empleado,3,2,14,1,0
37,M,Secundaria,470.0,Desempleado,2,4,6,0,0
58,M,Secundaria,1545.0,Empleado,3,1,14,0,0
37,F,Primaria,200.0,Independiente,1,3,7,1,0
39,F,Primaria,1777.0,Estudiante,2,1,3,1,0
45,M,Técnico,1708.0,Empleado,1,2,17,1,0
57,F,Universitario,1727.0,Empleado,4,4,13,1,1
24,F,Secundaria,2434.0,Empleado,2,3,20,0,0
18,F,Secundaria,2121.0,Estudiante,3,1,17,0,0
49,F,Secundaria,533.0,Independiente,1,3,3,0,0
30,M,Técnico,2446.0,Empleado,5,5,1,1,0
47,Otro,Primaria,1332.0,Independiente,3,1,20,1,0
40,F,Postgrado,200.0,Empleado,3,5,5,1,0
36,M,Universitario,1413.0,Empleado,2,3,10,0,0
49,F,Postgrado,2018.0,Empleado,3,4,0,1,0
47,F,Universitario,689.0,Estudiante,1,4,14,1,0
46,F,Técnico,2566.0,Empleado,5,4,11,1,1
62,F,Técnico,761.0,Independiente,4,5,17,1,1
46,F,Secundaria,1115.0,Empleado,5,4,4,1,0
47,F,Técnico,968.0,Empleado,1,2,10,0,0
33,F,Postgrado,200.0,Empleado,2,1,20,0,0
57,F,Primaria,705.0,Empleado,1,1,18,0,0
36,M,Universitario,931.0,Empleado,3,3,0,0,0
35,F,Secundaria,1396.0,Independiente,2,5,16,0,0
18,M,Universitario,200.0,Empleado,4,1,7,0,0
31,F,Postgrado,2073.0,Independiente,4,5,15,0,0
64,F,Universitario,2065.0,Empleado,1,3,10,1,0
19,F,Universitario,2445.0,Empleado,3,4,18,1,0
45,F,Técnico,307.0,Empleado,4,3,10,1,1
47,F,Universitario,1266.0,Estudiante,5,2,14,0,0
55,M,Postgrado,2253.0,Empleado,2,4,7,0,0
21,F,Universitario,2322.0,Empleado,5,4,13,0,0
18,M,Universitario,2683.0,Estudiante,4,4,0,1,0
25,M,Universitario,1582.0,Empleado,4,3,9,1,1
46,M,Universitario,1455.0,Estudiante,1,2,6,0,0
56,F,Técnico,254.0,Empleado,1,5,17,1,0
20,F,Universitario,2352.0,Independiente,2,3,11,0,0
49,F,Técnico,1132.0,Empleado,1,1,1,1,0
27,M,Primaria,1527.0,Estudiante,3,1,17,0,0
27,F,Técnico,1474.0,Empleado,2,3,20,0,0
36,M,Técnico,200.0,Empleado,3,5,6,1,0
63,M,Secundaria,851.0,Empleado,1,1,19,1,0
51,F,Secundaria,1863.0,Empleado,2,5,11,1,0
50,M,Técnico,1461.0,Independiente,4,4,19,1,1
40,M,Primaria,1869.0,Empleado,5,3,13,0,0
45,M,Secundaria,2127.0,Empleado,4,4,9,1,1
49,M,Universitario,841.0,Empleado,3,1,8,1,0
24,M,Postgrado,1088.0,Empleado,4,5,14,1,1
46,M,Universitario,1387.0,Empleado,4,4,19,1,1
25,F,Postgrado,2119.0,Empleado,5,1,9,1,0
18,F,Universitario,1313.0,Independiente,5,2,18,1,0
20,F,Secundaria,200.0,Estudiante,4,4,18,1,1
41,Otro,Universitario,1341.0,Empleado,5,2,11,1,0
40,M,Universitario,2087.0,Independiente,4,2,11,1,0
25,F,Técnico,2586.0,Desempleado,2,1,8,1,0
64,Otro,Primaria,1724.0,Empleado,4,3,19,1,0
54,M,Universitario,311.0,Empleado,1,5,3,0,0
20,F,Primaria,1175.0,Empleado,5,1,0,0,0
50,M,Universitario,1880.0,Empleado,5,4,15,1,1
45,M,Secundaria,2193.0,Estudiante,3,5,0,0,0
64,M,Técnico,1906.0,Estudiante,3,3,12,1,0
25,F,Técnico,1299.0,Empleado,1,1,2,1,0
51,F,Primaria,2187.0,Empleado,5,3,11,1,0
52,F,Técnico,988.0,Estudiante,5,4,8,1,1
49,M,Universitario,1648.0,Empleado,3,1,3,1,0
41,M,Universitario,2100.0,Independiente,3,4,1,1,0
31,M,Universitario,1961.0,Empleado,4,5,8,0,0
49,M,Técnico,1979.0,Empleado,5,5,19,1,1
63,F,Universitario,1959.0,Empleado,5,3,12,1,1
60,M,Secundaria,661.0,Estudiante,4,3,13,0,0
33,F,Secundaria,1514.0,Estudiante,5,5,2,1,0
21,F,Secundaria,773.0,Empleado,1,2,17,1,0
54,M,Técnico,1268.0,Estudiante,3,5,8,1,0
38,F,Secundaria,565.0,Empleado,3,1,14,0,0
31,M,Primaria,1776.0,Desempleado,3,4,9,1,0
48,M,Universitario,200.0,Independiente,2,5,16,0,0
65,M,Universitario,1994.0,Empleado,1,5,12,1,0
35,F,Técnico,1512.0,Empleado,1,4,0,1,0
24,M,Primaria,3022.0,Empleado,4,4,10,1,0
27,F,Técnico,1336.0,Estudiante,2,1,4,1,0
24,F,Técnico,1336.0,Estudiante,5,4,8,0,0
50,M,Universitario,2046.0,Estudiante,1,3,6,0,0
40,F,Secundaria,1383.0,Empleado,2,5,6,0,0
38,F,Universitario,1720.0,Independiente,2,4,1,1,0
36,M,Universitario,2296.0,Empleado,1,1,18,1,0
65,M,Secundaria,1286.0,Estudiante,4,4,19,0,0
36,F,Postgrado,2456.0,Desempleado,2,5,17,0,0
53,M,Técnico,200.0,Empleado,3,2,9,1,0
46,F,Secundaria,2783.0,Empleado,2,4,4,1,0
35,M,Técnico,200.0,Estudiante,5,3,15,0,0
19,M,Primaria,2582.0,Independiente,1,5,4,0,0
18,M,Secundaria,200.0,Empleado,5,1,14,0,0
64,M,Técnico,3084.0,Empleado,4,5,15,0,0
22,F,Universitario,1629.0,Estudiante,3,2,3,0,0
37,M,Postgrado,744.0,Desempleado,1,1,13,0,0
28,F,Universitario,2992.0,Estudiante,2,2,16,1,0
59,F,Secundaria,629.0,Estudiante,3,2,16,1,0
19,F,Universitario,1318.0,Desempleado,2,3,20,0,0
20,F,Universitario,3584.0,Desempleado,4,4,15,1,1
40,M,Universitario,1816.0,Empleado,1,3,8,1,0
29,M,Universitario,200.0,Desempleado,4,3,1,1,0
37,F,Universitario,1281.0,Empleado,4,3,10,0,0
22,M,Técnico,1211.0,Independiente,4,1,14,1,0
54,F,Universitario,1651.0,Empleado,4,4,2,1,0
55,M,Secundaria,1464.0,Empleado,2,4,15,0,0
47,F,Postgrado,1937.0,Independiente,5,1,20,1,0
26,F,Secundaria,278.0,Independiente,2,3,18,1,0
51,F,Primaria,1062.0,Estudiante,3,3,5,1,0
61,F,Secundaria,1749.0,Empleado,4,2,13,0,0
52,F,Universitario,890.0,Independiente,3,2,4,0,0
39,F,Técnico,2377.0,Estudiante,2,5,4,1,0
61,F,Técnico,906.0,Empleado,4,2,5,0,0
41,M,Postgrado,1615.0,Empleado,2,4,17,1,0
34,M,Postgrado,1416.0,Empleado,4,1,17,0,0
27,M,Secundaria,688.0,Estudiante,2,3,18,1,0
47,F,Secundaria,1548.0,Empleado,1,5,1,1,0
63,M,Universitario,450.0,Estudiante,5,2,16,0,0
40,F,Postgrado,1145.0,Estudiante,5,5,0,1,0
49,F,Técnico,1524.0,Empleado,4,1,8,1,0
34,F,Universitario,358.0,Empleado,1,1,12,0,0
34,F,Secundaria,1999.0,Desempleado,3,5,3,0,0
31,M,Universitario,1708.0,Empleado,1,5,4,0,0
26,F,Universitario,1926.0,Independiente,4,5,17,0,0
57,F,Técnico,1502.0,Independiente,1,3,9,1,0
19,M,Primaria,579.0,Empleado,3,4,3,1,0
62,M,Postgrado,1500.0,Estudiante,4,2,12,0,0
42,F,Universitario,1998.0,Empleado,5,2,12,0,0
56,F,Secundaria,548.0,Empleado,1,2,16,0,0
26,M,Universitario,611.0,Empleado,5,5,7,1,1
39,F,Universitario,1303.0,Empleado,5,5,3,0,0
60,F,Técnico,1203.0,Estudiante,2,5,2,1,0
63,M,Universitario,1487.0,Independiente,3,3,10,0,0
21,Otro,Técnico,1267.0,Empleado,1,3,11,1,0
43,F,Postgrado,1628.0,Empleado,5,3,8,0,0
46,F,Primaria,2477.0,Empleado,5,3,14,1,0
62,F,Secundaria,1931.0,Empleado,3,1,12,1,0
51,M,Secundaria,1545.0,Independiente,5,3,4,1,0
40,M,Universitario,615.0,Estudiante,5,3,4,1,0
54,M,Universitario,922.0,Estudiante,5,3,18,1,1
28,M,Universitario,2173.0,Empleado,5,2,10,1,0
23,M,Universitario,1125.0,Empleado,2,2,8,1,0
35,F,Técnico,726.0,Desempleado,2,2,2,1,0
38,F,Postgrado,3178.0,Empleado,4,4,17,1,1
59,F,Secundaria,2720.0,Empleado,1,1,12,1,0
53,F,Universitario,1400.0,Empleado,3,5,11,0,0
58,F,Técnico,634.0,Empleado,4,3,8,1,1
55,M,Universitario,2079.0,Independiente,2,2,9,1,0
51,M,Universitario,1108.0,Independiente,2,1,12,0,0
34,F,Universitario,2211.0,Empleado,2,3,19,1,0
54,F,Secundaria,1109.0,Independiente,4,4,19,0,0
42,M,Técnico,2816.0,Empleado,2,5,12,1,0
55,F,Técnico,1085.0,Empleado,4,3,8,1,1
29,M,Universitario,3392.0,Estudiante,2,5,9,0,0
40,F,Técnico,1656.0,Empleado,5,3,18,1,1
59,F,Postgrado,2607.0,Estudiante,5,4,5,0,0
39,F,Técnico,1068.0,Desempleado,1,1,6,0,0
38,Otro,Técnico,451.0,Empleado,2,5,14,0,0
44,F,Universitario,200.0,Empleado,1,5,18,1,0
48,F,Técnico,2521.0,Independiente,4,1,13,1,0
23,F,Postgrado,1554.0,Estudiante,1,5,15,0,0
44,F,Universitario,502.0,Independiente,2,2,13,1,0
57,F,Técnico,2555.0,Independiente,4,1,19,0,0
51,M,Primaria,2425.0,Empleado,4,4,1,1,0
29,M,Técnico,2606.0,Empleado,5,3,8,0,0
62,F,Secundaria,428.0,Independiente,4,3,2,0,0
24,M,Universitario,2497.0,Empleado,4,1,5,0,0
27,M,Secundaria,1807.0,Estudiante,1,2,4,1,0
62,Otro,Secundaria,2642.0,Empleado,4,4,13,1,1
34,F,Secundaria,1934.0,Empleado,3,3,14,1,0
43,F,Secundaria,1638.0,Empleado,5,3,17,0,0
38,M,Secundaria,2508.0,Estudiante,5,2,16,1,0
45,M,Universitario,2182.0,Estudiante,4,5,8,1,1
63,M,Universitario,2365.0,Empleado,1,1,18,0,0
19,M,Universitario,1110.0,Desempleado,5,2,8,0,0
60,M,Universitario,1362.0,Empleado,5,2,15,0,0
18,M,Secundaria,200.0,Empleado,3,2,5,1,0
53,F,Universitario,1052.0,Estudiante,4,2,7,1,0
43,F,Secundaria,2132.0,Empleado,5,5,2,1,0
46,M,Secundaria,1951.0,Empleado,5,4,4,0,0
38,M,Técnico,716.0,Empleado,5,2,6,0,0
28,F,Secundaria,2526.0,Empleado,5,2,0,1,0
57,M,Universitario,3878.0,Estudiante,1,1,20,0,0
28,F,Técnico,778.0,Desempleado,2,3,3,1,0
53,M,Universitario,1335.0,Empleado,3,5,15,1,0
56,M,Técnico,1003.0,Estudiante,1,2,13,0,0
57,M,Secundaria,1424.0,Empleado,3,4,0,1,0
52,M,Universitario,1719.0,Independiente,5,4,3,1,0
